date,beta1_level,beta2_slope,beta3_curvature,rmse
2007-03-20,5.6111959392979855,1.9141543411160145,2.287928065345215,0.022188202333358366
2007-03-21,5.652757260554467,1.921036670118401,2.2819388772744604,0.018430415271032393
2007-03-22,5.640604403685548,1.889626618250197,2.292313147539528,0.019098074764471302
2007-03-23,5.589128653554515,1.851382390825442,2.3601995975137604,0.014602479409741792
2007-03-26,5.641091447339472,1.7877603061193077,2.279622187826824,0.016425211828751216
2007-03-27,5.700782995559253,1.8552484975073487,2.251992136680314,0.015466549313469321
2007-03-28,5.693875061268085,1.838409938281091,2.301202457242002,0.014205226245395384
2007-03-29,5.676538376871893,1.7607027170078864,2.349487312774973,0.014605243453494258
2007-03-30,5.666860122861273,1.7091360626867258,2.3810729148138092,0.014064891127216431
2007-04-02,5.69635469152834,1.7162170962301988,2.318963245761999,0.015274858711928555
2007-04-03,5.716047618708077,1.653819443610938,2.3660436804755003,0.015720334382840002
2007-04-04,5.728187694657796,1.6274023973341203,2.256183239837046,0.016042216457617057
2007-04-05,5.748848474060139,1.5981658301104005,2.1635148608411887,0.018228588628449793
2007-04-06,5.746805082539813,1.5909011912591868,2.1897174502312056,0.01869034787256897
2007-04-10,5.770790406781923,1.6037562007980384,2.0905844697381966,0.0175281487195065
2007-04-11,5.726247963718688,1.4820614882121188,2.0782104481600037,0.0213667319702079
2007-04-12,5.750035470238727,1.450090038655281,1.9810730622840922,0.02213635828342374
2007-04-13,5.8517600104838525,1.3475294750903617,1.691328739790694,0.02521234951522848
2007-04-16,5.859989591022015,1.3556922186797637,1.526026070648587,0.03113515927468312
2007-04-17,5.875136906157956,1.4323751915822822,1.4168742229180684,0.029764172132879702
2007-04-18,5.862771768648246,1.4766772070522256,1.4114912102692698,0.03128922222911716
2007-04-19,5.903644477572405,1.4949291255743373,1.2026709165892697,0.02682198765293241
2007-04-20,5.884804399321793,1.3485816634864392,1.330013852018292,0.026095721971818284
2007-04-21,5.882566104351375,1.37220793464991,1.2990165605793513,0.021094298605476677
2007-04-23,5.886634163666065,1.3831758271444186,1.2663358350783294,0.01995386728591786
2007-04-24,5.892237744342888,1.4354407111588978,1.4093009010636555,0.02157524457802169
2007-04-25,5.85396498126103,1.442144940799548,1.4987640998897462,0.025857158451964506
2007-04-26,5.851499514616663,1.4487455314233237,1.437944096626389,0.02523838440044522
2007-04-27,5.8459420970961204,1.3877591022369464,1.3649435293572085,0.021144284637709232
2007-05-02,5.8640861590226345,1.4276191707908616,1.2898435777241775,0.022222136458377454
2007-05-03,5.849757965678455,1.4214362206894593,1.2665228882338269,0.023820622892940048
2007-05-04,5.834190384103012,1.3806910942556143,1.2903297041921484,0.024019555195530652
2007-05-07,5.79419038410301,1.380691094255613,1.2903297041921513,0.024019555195530704
2007-05-08,5.789893504129463,1.3272738352319793,1.1653231522261,0.02524894214068158
2007-05-09,5.794574414987705,1.3985468717663134,1.2437362419920328,0.0230497042211179
2007-05-10,5.7766930291419865,1.4334505231508359,1.16780903000725,0.022587998957097698
2007-05-11,5.875458704982115,1.479647863084112,0.9634536009195943,0.021165233372844497
2007-05-14,5.837442832130157,1.4674945927551035,1.0346574183985575,0.01997075946655096
2007-05-15,5.872062686744308,1.4550820369477286,1.0675749905899252,0.017645344046173433
2007-05-16,5.817506670767378,1.4682401684710429,1.2071751440974459,0.020897454344771145
2007-05-17,5.889293477106691,1.5340498659442146,1.1065018046744755,0.02393376179278699
2007-05-18,5.913520531359206,1.5343918281187412,1.078827816202371,0.02355620371281912
2007-05-21,5.866612597068038,1.517553268892481,1.128038136764072,0.022206823949561985
2007-05-22,5.793777644865657,1.4796023630739836,1.1156018885637484,0.024654870221959974
2007-05-23,5.817931696229396,1.4733742796157887,1.1337673727133886,0.02326295180426062
2007-05-24,5.803360149040887,1.4307497703929877,1.3837104225576702,0.026365884188581934
2007-05-25,5.8636330861708705,1.3967152605651718,1.2750607340267721,0.01856629197449961
2007-05-29,5.872133165013755,1.3977948134520284,1.2650664262819804,0.020469763346520085
2007-05-30,5.870206082667548,1.4051962824851307,1.2470569788677688,0.021352968685493908
2007-05-31,5.809361413324829,1.397213980116967,1.5110218189757199,0.024946466422432312
2007-06-01,5.785788414824337,1.393143255738795,1.5063617794852397,0.024463704452040377
2007-06-04,5.785788414824337,1.393143255738795,1.5063617794852397,0.024463704452040377
2007-06-05,5.794032606212753,1.3721026979663136,1.5347953699522092,0.023658592932104178
2007-06-06,5.921299586947742,1.3424700150823448,1.395647603692923,0.02240822691880121
2007-06-07,5.9768477960511825,1.3087000700703988,1.5357338836684467,0.02755794572008743
2007-06-08,6.105781714777802,1.2841170445111885,1.669826135712519,0.024044947317343756
2007-06-11,6.071504289678193,1.1227295073173797,1.8378834998819193,0.022706205340733452
2007-06-12,6.084548603215049,1.0532964653790464,1.8400655123627785,0.026727333387988262
2007-06-13,6.267079756386354,0.9713457935021024,1.7427517863729596,0.026473815341143785
2007-06-14,6.310521373281286,0.896041880731054,1.5039333878837076,0.03054809419864085
2007-06-15,6.258033104549718,0.9039006731344161,1.455471956275319,0.02947062507775189
2007-06-18,6.139711473556145,0.9357789230917141,1.4284872129501733,0.03001030945588754
2007-06-19,6.217429307572453,0.9128804399573146,1.4547230673220122,0.031787717656155956
2007-06-20,6.172758114684531,0.9379917221079708,1.4309495163455102,0.03268324753776785
2007-06-21,6.283094664090036,0.9324662404296221,1.2606405109228198,0.028494024057227896
2007-06-22,6.230208763505834,0.9340525232230279,1.4327391143552948,0.02883451009686319
2007-06-25,6.168869964357283,0.8923829778902276,1.562123781935808,0.029926190802069853
2007-06-26,6.087162684336748,0.7896924665866264,1.3605089680702578,0.03164127593253772
2007-06-27,6.172215579202722,0.7758115852877221,1.2307234268220653,0.029227711969910124
2007-06-28,6.2180916125583945,0.7490685203335414,1.2345466620102183,0.030902068804134736
2007-06-29,6.172911254556764,0.6708571722966646,1.4490940857868664,0.029120088334069774
2007-07-02,6.121549473679468,0.6101815859682395,1.4763596538257775,0.027455572247148213
2007-07-03,6.113693522987131,0.5603011920702532,1.515993928864188,0.029593981933369564
2007-07-04,6.158454803542578,0.5319664837580469,1.487566273859324,0.03186490176281382
2007-07-05,6.153593218918021,0.5568920869297503,1.3831897096470276,0.03319655064212102
2007-07-06,6.176305152128995,0.6072045020436496,1.2352065779910006,0.03101090003280363
2007-07-09,6.185467628917396,0.5916227894655717,1.1842601398547237,0.03309783308689324
2007-07-10,6.169276381358216,0.5613228354752764,1.169659571733398,0.032840930966924774
2007-07-11,6.175190100025939,0.6105591336923506,1.1421435955236283,0.029055000818997475
2007-07-12,6.193342887105734,0.6378668405101706,1.0329976832552406,0.029021424136290955
2007-07-13,6.19055476146367,0.6182937973420436,1.034820546246836,0.026650542926739296
2007-07-16,6.2080892948193,0.6248943879658155,0.9740005429834938,0.025836193494059405
2007-07-17,6.189796611072944,0.6443284632663249,0.9446676392442355,0.025854052633284996
2007-07-18,6.159443867355842,0.6511259778868062,0.9853217861613783,0.02406072209241336
2007-07-19,6.1321384576986295,0.6384949732205987,1.047385288189384,0.025112297093297292
2007-07-20,6.077736551102201,0.6316919025863041,1.0146546899006128,0.024001565366373104
2007-07-23,6.084041767915113,0.639560497672923,0.9886343760866421,0.027330656047609755
2007-07-24,6.08052883473949,0.6807424946504881,1.0563960492909379,0.025948146047747003
2007-07-25,6.1359336794768655,0.6575868637234564,1.0636625571470113,0.02770371767591956
2007-07-26,6.194874834006281,0.6717703928251145,1.0602691572668326,0.027666913973798262
2007-07-27,6.275220999152803,0.8035311408168196,1.0345675992603827,0.023109798799015854
2007-07-30,6.29806201160147,0.7888748337929754,1.0423748839516436,0.025762101747646766
2007-07-31,6.287032715094034,0.8403468710489913,1.0349914991062377,0.023038726319516874
2007-08-01,6.320101073823865,0.907025976031755,1.1018921727390343,0.020777091520947717
2007-08-02,6.300851292907014,0.8960209068512236,1.0483848443555757,0.019917308911326214
2007-08-03,6.218227457670193,0.8747725085035847,1.1231155465099274,0.018026294035312872
2007-08-06,6.301620520360963,0.9274852262874845,0.947501899836854,0.019726628031436468
2007-08-07,6.239646452439265,0.8976526896547541,1.068335160143912,0.01745067860351245
2007-08-08,6.187579171524421,0.8940958006186569,1.0499113568343825,0.015425046394521951
2007-08-09,6.254348463413362,0.8970463044295703,0.9053912909678694,0.016761115078086617
2007-08-10,6.309561862370086,0.9522778865003338,0.985000044518833,0.017397886292648403
2007-08-13,6.299879041201406,0.9427411428113166,1.0941958295749736,0.017044251278354752
2007-08-14,6.293691951637461,0.941918737717096,1.123159483835516,0.01644162600626247
2007-08-15,6.343364988780214,0.9833656738644762,1.2916502538235024,0.01235706197296996
2007-08-16,6.404595449038624,0.9498907422956674,1.281330931763417,0.014368055416718695
2007-08-17,6.465321961142782,1.022403337324179,1.2455139564510063,0.012309878038031059
2007-08-21,6.501901033303051,1.0268314784287915,1.2485381068525259,0.011975531231561563
2007-08-22,6.47567470485988,1.015605822703695,1.2048598095338727,0.014235411127706404
2007-08-23,6.393528051124154,0.9704325551652171,1.2256424750907342,0.01539177222000575
2007-08-24,6.391628789566705,1.016388913426144,1.0703912026170552,0.013189980717172247
2007-08-27,6.289883199196633,0.9722186917073766,1.137760051956886,0.016492787630340292
2007-08-28,6.357905886288029,0.9906488942916672,1.1208006215881974,0.01741085636500824
2007-08-29,6.387146586435556,1.0042566536628854,1.1597095708507366,0.013853267072323462
2007-08-30,6.3201000097421645,0.973530039021295,1.1136101461075745,0.012881617085491289
2007-08-31,6.318674200733657,0.9443729256148448,1.1141461453633152,0.014597540340871372
2007-09-03,6.305806059112622,0.9638534894035639,1.155842398336965,0.013740984135690847
2007-09-04,6.334365576935005,1.0486606829375602,1.0777123608403005,0.01402194072872934
2007-09-05,6.332973711338297,1.0209562450215124,1.0829892095414213,0.012588907842601282
2007-09-06,6.337149016256401,1.0350005836324272,1.070021953138355,0.01258463292894532
2007-09-07,6.312660690502201,1.0599705376065853,1.0173576468672074,0.012737672115620874
2007-09-10,6.300767551567799,1.0688246821300904,1.004089048898372,0.010877758175421675
2007-09-11,6.282395019517523,1.1651637751109207,0.8430815236339344,0.009163113239979287
2007-09-12,6.129964721199458,1.2024873862800907,0.8805836589791837,0.007087799660090909
2007-09-13,6.1051653392369785,1.1998918702058388,0.8607062421567538,0.0082536470442521
2007-09-14,6.11441494554662,1.1465872079194612,0.8849428934230756,0.01050203352998491
2007-09-17,6.156419098187725,1.143448596139807,0.7860983524538306,0.013005703051552152
2007-09-18,6.190727896593597,1.1034705702840162,0.8518028140939438,0.011820789896494219
2007-09-19,6.080400824483311,0.960170658061986,0.9731850600629224,0.012689482917561569
2007-09-20,6.06323613040391,0.9375674259907644,0.9186539534745652,0.01681707894579241
2007-09-21,6.09994726718041,0.8842933086954418,0.9279100740992671,0.017195023780066727
2007-09-24,6.124253351527011,0.7631033042354541,0.9724958848447427,0.01806694647719465
2007-09-25,6.149627548897024,0.876927805247169,0.8268663152656482,0.017844790934811314
2007-09-26,6.163747357546125,0.8741933213052934,0.7794788576955726,0.016289398923124872
2007-09-27,6.170963743617512,0.8235436891435123,0.7578985882803855,0.01972815008827169
2007-09-28,6.2401775254329905,0.8230290007434159,0.6446340347201821,0.01963929005931353
2007-10-01,6.248263660505006,0.8439879843801573,0.7406760723807708,0.019252665937741453
2007-10-02,6.2476370614405425,0.8542259529826379,0.7522857550824426,0.021821724526734806
2007-10-03,6.282920715980076,0.8625813526031977,0.711762290907934,0.020252368490807283
2007-10-04,6.28243661801023,0.921131200523804,0.8014338490220019,0.0190030056742848
2007-10-05,6.208018336998532,0.9181716765839588,0.8303143655129999,0.01682101261889769
2007-10-08,6.185425114806554,0.8677077234011303,0.8893371093336082,0.0197244250753939
2007-10-09,6.189861691226341,0.8564401458633483,0.9567081476738281,0.019751750828691832
2007-10-10,6.173613398865329,0.8308919931689682,0.8889132094877275,0.01954619093476488
2007-10-11,6.2110792664384205,0.7355362176994539,0.821258869322208,0.025359186496972413
2007-10-12,6.148854210232559,0.7860373475683026,0.8484241793860926,0.02386969584225777
2007-10-15,6.176294104296763,0.7830788587537849,0.8381062002810181,0.023177790846696834
2007-10-16,6.196957904222145,0.8038468141817124,0.7646651639151539,0.023735079253395557
2007-10-17,6.183267899722084,0.788877068193784,0.6600328275832802,0.023128360661858225
2007-10-18,6.197490379884393,0.8047906202570508,0.5091503335040276,0.020211490151866764
2007-10-19,6.165718821039765,0.8089721965015698,0.7190625379837519,0.021693878741654515
2007-10-20,6.164468555991571,0.8296553375476123,0.6922648366057329,0.022907774581662724
2007-10-24,6.120297409068695,0.8450885478327603,0.7487963153907039,0.022762150530310304
2007-10-25,6.030887880599433,0.9361203336881149,0.7561292065649393,0.016898173822130054
2007-10-26,6.015371811904971,0.9469862123779019,0.8000626784255169,0.017066430848113375
2007-10-27,5.999312911415574,0.9738706055085785,0.8251301985320257,0.01622258347506199
2007-10-29,5.9760155863372955,0.9587395092564864,0.8966700005078294,0.014174148922966236
2007-10-30,6.053131489228559,1.0295446413108187,0.8385235437813421,0.013007244928241898
2007-10-31,6.055043334631691,1.005459745216587,0.9424809857272132,0.011782344293946409
2007-11-05,6.029047562416041,1.0390396391630248,1.0848168501124518,0.011573470301216424
2007-11-06,5.960718843335202,1.130210392886002,1.1196597820343248,0.009607571885295369
2007-11-07,5.991203115912257,1.1359702764323054,1.0592589010374016,0.009566168656917094
2007-11-08,6.021466366817295,1.2942160061415129,0.8016612590741504,0.009605791320053517
2007-11-09,6.0296245661566585,1.2903714243217366,0.779248639890454,0.008193580939317692
2007-11-12,6.058235422252807,1.362479891512444,0.6919745811789492,0.00792432419534772
2007-11-13,6.09100229434051,1.3617805126114717,0.7212844587400228,0.009818572710293792
2007-11-14,6.048599781362675,1.3107668725840949,0.748462122638284,0.009850115824580903
2007-11-15,6.103088107116867,1.2857969186099283,0.8011264289094642,0.010077849342601536
2007-11-16,6.090215115884209,1.232420787509877,0.8869967468957943,0.010530297784006774
2007-11-19,6.182874550329316,1.1486438378224813,0.8310201485371164,0.010619198815948158
2007-11-20,6.2328962374106265,1.1395585143098925,0.9158340209143176,0.015405537398772562
2007-11-21,6.248422759432759,1.114873892810539,0.9711064285126274,0.015534375818031479
2007-11-22,6.22761275747831,1.195512846156254,0.9856281622059293,0.015831527615732623
2007-11-23,6.2802089352173205,1.217829907691561,0.9980976753880729,0.015113062956692179
2007-11-26,6.190708981182367,1.2081518358260555,1.078402705149541,0.013645616348759696
2007-11-27,6.1405203144369915,1.445902441727216,1.119598687366314,0.007979887850760568
2007-11-28,6.088380474940704,1.4070061064440238,1.1946257400334357,0.010252614378627982
2007-11-29,6.053531198640413,1.365374887004917,1.2063379159131487,0.009540167257991498
2007-11-30,6.0570416757921555,1.3653365611112236,1.3240104076139414,0.010591990386738097
2007-12-03,6.05442667431962,1.3534910074763429,1.2529860172721443,0.009789542552878365
2007-12-04,6.095618497414739,1.3593455080878114,1.1683829190817279,0.011702730025824244
2007-12-05,6.077841399026149,1.3628260820419902,1.2395534715788699,0.010469488028438721
2007-12-06,6.035372999301053,1.3692194688246997,1.2287505350968226,0.009936370186898039
2007-12-07,6.069213392627692,1.3030186690758816,1.141243296903796,0.012939613337690182
2007-12-10,6.07070936603998,1.2790357867863758,1.1685865414880445,0.011329491406203396
2007-12-11,6.092101231636682,1.3067402247024167,1.1633096927869473,0.011594459381375965
2007-12-12,6.1010063770346505,1.3207728311731237,1.1283455813751926,0.011981058738800844
2007-12-13,6.0976510072895165,1.3626404030630428,1.1589504583430659,0.008842037384786963
2007-12-14,6.155474932238419,1.3775376917592264,1.1020390170378673,0.005980302006976727
2007-12-17,6.224224667190222,1.398220832805258,1.075241315659879,0.008184536373143614
2007-12-18,6.217595099959871,1.3468652306033586,1.1300929680302252,0.008701765068360992
2007-12-19,6.227698897931532,1.314514202723874,1.1614915961664471,0.011616292418928116
2007-12-20,6.299652555502561,1.2644481298469374,1.1205228579690636,0.013524013059079042
2007-12-21,6.285996819330247,1.1996181073188539,1.2482871158732687,0.013186708650532883
2007-12-22,6.278633948776222,1.2367880427333604,1.177511964611271,0.011882895257124803
2007-12-27,6.281681617745583,1.232315550826272,1.1227755562686719,0.013148422094783313
2007-12-28,6.27808736569073,1.207972404379,1.149248257330873,0.012419862649007003
2007-12-29,6.280058475466145,1.2033054174649886,1.1557992924077587,0.01081461438168686
2008-01-02,6.264773683454417,1.215476991600023,1.1719858768303475,0.011762705412384014
2008-01-03,6.3075013900533845,1.2503514513021141,1.1647086559326991,0.008654058114462456
2008-01-04,6.24001240289897,1.2438116999122282,1.2004135318352178,0.010541549244312217
2008-01-07,6.220462101509474,1.2852652253759829,1.2629363876913213,0.008544818642463366
2008-01-08,6.083888441608768,1.2496847956337642,1.3466455303745146,0.009546145257435504
2008-01-09,6.078334154242476,1.2248612062667807,1.3744078972252047,0.008050966291320391
2008-01-10,6.071678659599301,1.1978160272795348,1.2501598516526073,0.01011428896400835
2008-01-11,6.084151571037854,1.160346051503181,1.237559655727845,0.014563088727490361
2008-01-14,6.120769397626221,1.130204004097836,1.2827336154422506,0.01838085414268118
2008-01-15,6.168162585550708,1.176065745293598,1.1516845601620582,0.012425437786543038
2008-01-16,6.208118363418449,1.2527415440796805,1.0770085083749028,0.013870243147100806
2008-01-17,6.207858645483938,1.2124773476879824,1.1006513766087718,0.015902654270488474
2008-01-18,6.260669742303144,1.1977485851951806,1.0057607535703381,0.0165558572169361
2008-01-21,6.334795262514644,1.1589155376089781,1.1059186813593185,0.017558544547700013
2008-01-22,6.437213702925938,1.0353350331622628,1.2005761249162055,0.018882343639744323
2008-01-23,6.371246382053802,1.0703234989286887,1.0780055779435231,0.017415390358805734
2008-01-24,6.398494055292787,1.0443271588980974,1.050485993245345,0.018379714777644662
2008-01-25,6.335847530199225,1.073141694692038,1.0202343061578691,0.018972773428418445
2008-01-28,6.379677536194413,1.063114162770857,0.9745009974838267,0.019839450626374835
2008-01-29,6.36503347247886,1.0834011881566423,0.9012239088424062,0.018418679552490193
2008-01-30,6.338409465223602,1.098952355743671,0.9671508776202827,0.018254251059435317
2008-01-31,6.353872647111463,1.1223158272458598,0.9135872580768347,0.01769801876244833
2008-02-01,6.372165330857821,1.1028817519453546,0.942920161816078,0.017592320758302707
2008-02-04,6.385726693719611,1.0440985873499176,0.9054769793385895,0.021946521356721878
2008-02-05,6.441944362317065,1.072092855735385,0.923505845283456,0.022018010870420105
2008-02-06,6.511650130357659,1.1897192042519922,0.9326005419182242,0.016625143096329936
2008-02-07,6.525100697520858,1.3070838102663038,1.3036872338585195,0.01558974598392557
2008-02-08,6.6079197460516905,1.278105006273187,1.2873778776822855,0.01722127983079774
2008-02-11,6.725842998926028,1.5081159376153064,0.9538424618849332,0.008870416693510694
2008-02-12,6.72980757173617,1.5763417197156613,0.9438920914657732,0.009831266185513252
2008-02-13,6.68381013793227,1.6280215957240391,0.8313657250256286,0.006388343317962406
2008-02-14,6.59674059006174,1.6315967867433805,0.8783340603292925,0.006527687078700727
2008-02-15,6.645510840166805,1.6591217932123652,0.9439027638095316,0.0060466184607734525
2008-02-18,6.696015735743471,1.722300416235614,0.9800337285583626,0.0035849780362407243
2008-02-19,6.707194121161604,1.7793617371633368,1.019355593485673,0.006367887865160789
2008-02-20,6.7462479707873895,1.8279430072818967,1.0728617527781006,0.009216352414672802
2008-02-21,6.793468930948988,1.7617217852313887,1.1744899889700346,0.0047761082406258025
2008-02-22,6.792612260108128,1.7721276433031596,1.0305776522341286,0.006433399423834787
2008-02-25,6.741998186845506,1.7525439805166048,1.243977107405091,0.006194237396409619
2008-02-26,6.664531270322115,1.711778123109729,1.0764777977693105,0.007327046607107158
2008-02-27,6.589396448442745,1.6251818750985592,1.0197570768284367,0.007857043464643746
2008-02-28,6.609845436689773,1.672585325662138,1.0270305512643831,0.005344710823510474
2008-02-29,6.718550384950772,1.8494451079201548,1.1942011933755845,0.006921259656418754
2008-03-03,6.869899881221355,2.262582286378938,1.0246503674992244,0.019642205211907588
2008-03-04,6.5922749128892075,2.2245271323549156,1.4711703730288426,0.018989272215425245
2008-03-05,6.574525940109486,2.3589696558784587,1.5758910582498336,0.022319392134825918
2008-03-06,6.600598152065278,2.366798936593317,1.444365791779565,0.019744383255718097
2008-03-07,7.037478462869987,2.328318740880831,1.4196552080151494,0.01685882965795477
2008-03-10,6.985501933715342,2.3867761075992266,1.4940000121871193,0.02124214817968176
2008-03-11,6.974776930992891,2.3412824045711287,1.4706824561063556,0.022236537093558852
2008-03-12,6.872785250036917,2.214536573969952,1.417045711346773,0.006249478420320544
